park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
swiws Park,ok,0,0,0,13150.1,18530.2,23213,36915.4,34969.4,24338.4,5991.1,0,0,0,0,0,11685,16317.4,23379.6,38311.8,35158.5,25081.5,4348.6,0,0,0,0,616,12530.9,19525.5,20740.5,35120.7,36085.9,23756.3,3586.6,0,0,0,0,2023,10874.3,18475.1,25942,34236.4,34884.4,23773.6,6734.4,0,0,0,0,0,14334.5,20222.9,24296.6,33333,35234.4,24839.6,0,0,0,0,0,0,15073.1,22621.9,24332.4,31132.9,31723.8,22563.9,5972,0,0,0,0,0,17990.8,25191.8,27300.4,36847.4,31461.4,28880.8,5610.4,0,0,0,0,0,5654.2,22783.4,25143.3,36717.1,33344.2,27503,5383.7,0,0,0,0,0,8183.9,17800.1,24563,35740.9,28582.2,27486.7,3271.5,0,0,0,0,0,10597.8,22801.2,27456.8,35843.5,35239.9,26158.2,4963.1,0,0
Sxotsaqel / Chilliwack Lake Park,south,0,0,0,0,14212.1,12367.8,30586.4,25319,15310.3,7725.4,1379,0,0,0,0,0,9741,13191.4,21201.2,25470.1,20733.8,6814.2,1543.5,0,0,0,0,342,13436.8,10100.1,21526.6,27646.7,21249.4,6518.2,1544,0,0,0,0,205,11969.5,16462.1,38761.1,21093.4,13025.3,5999.5,67,0,0,0,0,0,16229.7,22498.3,26227.2,33208.7,10507.9,8314.8,0,0,0,0,0,0,16472.7,23330.7,26555.3,27662.1,12974.8,5480.7,0,0,0,0,0,374,27659.4,28812.6,36827.2,42965.9,19020.2,7055.8,0,0,0,0,0,978.3,32476.5,35923.2,46470.6,50720.5,25473.8,7009.2,0,0,0,0,0,182.6,37802.2,43083.4,57081.4,54314.4,22890.5,5402.7,7,0,5,0,29,900.2,31739.2,40754.6,54012.6,56186.3,19461.9,9706.7,0,2
sx̌ʷəx̌ʷnitkʷ (Okanagan Falls) Park,ok,0,0,0,758.4,1616,2054.4,2560,2547.2,1948.8,316.8,0,0,0,0,0,832,1273.6,2329.6,2582.4,2489.6,1916.8,265.6,0,0,0,0,0,710.4,1920,2003.2,2483.2,2412.8,1680,227.2,0,0,0,0,236.8,352,1776,2131.2,2723.2,2508.8,1750.4,438.4,0,0,0,0,0,953.6,1750.4,2387.2,2432,2508.8,1964.8,544,0,0,0,0,0,924.8,2054.4,2089.6,2329.6,2086.4,1964.8,489.6,0,0,0,0,0,937.6,1683.2,2121.6,2345.6,2342.4,1830.4,358.4,0,0,0,0,0,764.8,1552,1788.8,2352,2112,1408,294.4,0,0,0,0,0,0,857.6,2256,3052.8,2864,1536,297.6,0,0,0,0,0,905.6,2240,2515.2,3155.2,3088,1513.6,0,0,0
Syringa Park,ok,0,0,0,0,6176.8,10346.1,23673.3,19135.9,6346.7,0,0,0,0,0,0,0,6113.8,8933.8,26219,25205,8753.8,0,0,0,0,0,0,0,10132.4,10931.4,35903.1,32635.9,13365.6,0,0,0,0,0,0,0,11815.2,16919.2,38735.5,30145.8,11438.4,0,0,0,0,0,0,0,3724.6,17175.3,37783.2,31041.8,13616.4,0,0,0,0,0,0,0,10277.4,17112.1,30503.5,59348.7,10596.9,0,0,0,0,0,0,0,9392.7,17119.8,31766.6,28180.9,11705.8,0,0,0,0,0,0,401.7,17056.9,20322.3,42582.9,33401.1,12857.9,0,0,0,0,0,0,2696.5,17583,23361.4,43457.6,13894.8,7098.1,0,0,0,0,0,0,754.8,11937.9,22819.8,36813,38132.6,14813.8,0,0,0
Ta Ch'ila Park [a.k.a. Boya Lake Park],north,0,0,0,0,1524.8,4133.7,12408.7,1558.4,1574.3,0,0,0,0,0,0,0,1242,5001.9,5064.4,4955.9,1243.4,0,0,0,0,0,0,0,896.3,3407.6,5817.8,5537,1673.3,0,0,0,0,0,0,0,1543.9,4176.5,5300.5,5668.2,1962.6,0,0,0,0,0,0,0,1970.7,7651.8,5835.9,5373,563.2,0,0,0,0,0,0,0,1763.4,4666.3,4948.7,3907.5,2336.7,0,0,0,0,0,0,0,3773.4,11097.4,9308.2,10294.2,1046.4,0,0,0,0,0,0,0,2352.8,4830.2,7719.8,7778.1,4693.6,0,0,0,0,0,0,0,2073.1,5540.7,7898.2,6111.3,3665.7,0,0,0,0,0,0,0,2108.4,5593.1,6867.8,5185,3088.5,0,0,0
Tantalus Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tatlatui Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Arm Park,west,514.5,521.5,584.5,868,1801,1604,7656,6980.5,2636,784,1015,577.5,1064,682.5,423.5,1750,1624,1995,11193,25434.5,4119.5,1323,1204,563.5,350,595,770,3220,14275,9870.5,23538,14747.5,13801,5442,2653,553,843.5,714,983.5,906.5,2580,2611.5,9734.5,6298,3409.5,1175,591.5,416.5,752.5,665,738.5,1316,1949,10030,11223,9710,9452.5,1862,938,535.5,791,633.5,5127.5,1316,5127.5,6024,7940.5,9867,2963,1640.5,724.5,770,679,668.5,1092,1631,3193.5,9003,7307,8648.5,2964.5,1399.5,934.5,70,238,276.5,1067.5,1473.5,4115,4670,10962.5,11671.5,5639.5,794,717.5,686,567,609,913.5,1932,4250,3948.5,13927,10869.5,3395,1735.5,857.5,836.5,868,724.5,1568,1788,4809,5276,10144,9639.5,4669,1264,280,0
Teakerne Arm Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten Mile Lake Park,tc,0,0,0,0,3622.1,17249.1,26676.9,10045.3,3331.5,0,0,0,0,0,0,0,5735.9,13815.1,18056,15002.3,10263.3,0,0,0,0,0,0,0,6882.7,6271.2,26301.7,17656.1,8957.2,0,0,0,0,0,0,0,6729.8,18790.6,22478,20165.4,6800.4,0,0,0,0,0,0,0,7073.1,15673.5,23524.5,17232,7677.1,0,0,0,0,0,0,0,14834.8,13560.3,60300.8,29028.6,8393.6,0,0,0,0,0,0,0,10955.1,17744.9,22622,20902.1,9460.1,0,0,0,0,0,0,0,10992.9,19731.9,7265.9,13803.6,8495.6,0,0,0,0,0,0,0,11640,17109.3,22737.4,21099.5,8306,0,0,0,0,0,0,0,11539.5,18573.9,19994.4,20352.9,8679.9,0,0,0
Tetrahedron Park,south,73,157,210,70,70,77,147,157,220,67,45,110,682,206.5,108.5,56,0,115,171,175,189,73,77,175,133,129,119,0,22,15,39,180,111,122,22,104,215,0,0,0,0,0,0,198,150,177,62,78,61,37,98,48,90,184,330,233,201,72,90,61,81,64,62,58,119,119,104,171,213,126,92,54,26,50,77,35,185,150,261,289,188,134,74,55,131,146,44,102,114,146,274,300,260,213,41,112,91,94,87,48,36,172,360,238,202,144,72,120,131,149,198,70,165,240,448,271,120,223,0,0
Top of the World Park,ok,0,0,0,0,0,70,638,627,305,0,0,0,0,0,0,0,0,8,235,475,276,0,0,0,0,0,0,27,0,234,553,648,347,8,0,0,0,0,0,2,0,409,735,689,248,12,0,0,0,0,0,0,2,351,517,256,148,11,0,0,0,0,0,0,6,441,546,627,381,17,0,0,0,0,0,0,22,584,824,916,627,180,0,0,0,0,0,0,75,420,987,1437,321,345,0,0,0,0,12,0,5,495,827,963,450,0,14,25,5,12,8,0,8,598,962,1111,457,178,0,0
Tribune Bay Park,west,1393,1102.5,1505,1981,2845.5,4770.5,17255,18420.5,5418,1515.5,791,462,1232,2464,1186.5,1764,2667,4410,15589,24510.5,5957,1393,1123.5,1137.5,1004.5,1134,955.5,3554.5,3482.5,4523.5,15216.5,18455,6314.5,2218,1095.5,787.5,665,1568,1407,1638,4137.5,5178.5,18399,16250.5,5337,2079.5,1004.5,1270.5,2376.5,1179.5,1605,3189,3299,4965,16802.6,21538.2,6235.2,1804.5,1071,2222.5,1403.5,2803.5,2146,2852.5,5611.1,9062,18759.4,21035.4,6134.6,2379,1802.5,1466.5,1165.5,3811.5,2532,3300.5,4110.8,7497.9,21312.6,24562.7,5764,3178,1820,1645,2254,2597,1442,2334.5,4910.5,7024.5,22060,27391.3,7661.7,3076.5,1792,2859.5,1876,2051,2170,4802,10188.5,8295.6,26838.4,33588.6,7217,3038,2264.5,2527,1424.5,1970.5,4158,4049.5,7056,10493,25912.6,27513.7,7266,3265.5,2474.5,0
Ts'il?os Park,tc,0,0,0,0,0,96,92.8,297.6,444.8,38.4,0,0,0,0,0,0,3.2,19.2,470.4,438.5,969.6,246.4,0,0,0,0,0,0,266.2,166.4,784.2,916.4,891.5,56,0,0,0,0,0,0,21,259.4,853.7,1151.1,425.4,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudyah Lake Park,north,0,0,0,0,659.5,2651.9,4592.2,4365.7,1573.1,0,0,0,0,0,0,0,1200.1,2390,3443.2,304,2111.9,0,0,0,0,0,0,0,1044.5,3504.1,8580,6663.8,761,0,0,0,0,0,0,0,938.7,4092,4390.2,7152,2712.6,0,0,0,0,0,0,0,709.4,4241.1,4444.5,4517.5,2084.3,0,0,0,0,0,0,0,1955.9,4136.4,3388.5,4459.9,2328.1,0,0,0,0,0,0,0,1951.7,1806.5,5189.9,4886.3,1549,0,0,0,0,0,0,0,2236.3,3666.4,3727.2,4039.9,923.5,0,0,0,0,0,0,0,2109.3,3386.9,4645.3,3932.9,1068.3,0,0,0,0,0,0,0,2057.1,3022.6,3051.2,3818.4,997.1,0,0,0
Tunkwa Park,tc,0,0,0,0,11204.8,10688.6,12510.6,9575.8,9218.8,2709.1,0,0,0,0,0,0,9914.8,14716.2,16138.3,13296.3,9091.7,2235,0,0,0,0,0,657.1,11220.1,12492.6,19549.3,13701.2,9755.4,2482.7,0,0,0,0,0,722,11309.4,14631.3,16394.1,14597,12413.7,3749,0,0,0,0,0,854.6,12432.6,23235.8,14136.8,12196.2,10392.6,4539.1,0,0,0,0,0,0,14309.7,14666.5,12419.7,12810.8,11305.9,4098.6,0,0,0,0,0,3525,16035.3,15417.7,15534.2,12908.5,10924.1,2145,0,0,0,0,0,1287.2,13567.5,12079.9,11687,8996.1,8548.1,2094.5,0,0,0,0,0,0,14397.2,13845.6,12751.6,9610.6,8771.7,1598,0,0,0,0,0,0,14055.2,14536.1,13290.8,13365.4,10561.4,1982,0,0
Tweedsmuir Park,tc,0,0,0,0,0,5940.1,13073.8,10173.8,0,0,0,0,0,0,0,0,0,2605,10145.1,8846.2,0,0,0,0,0,0,0,0,0,1895,6057.7,7682.8,15.6,0,0,0,0,0,0,0,0,2096.9,8719.1,8379.7,24.8,0,0,0,0,0,0,0,0,1888.1,6820.5,6512.5,72.4,0,0,0,0,0,0,0,0,3932.9,10426.3,8075.1,10251.6,3613.7,0,0,0,0,0,0,0,4055.5,9761.3,6134,7809.5,1480.5,0,0,0,0,0,0,0,3642.7,7047.8,7628.6,13928,5051.9,0,0,0,0,0,0,0,3779.5,10110.8,7389.1,12999.5,4287.4,0,0,0,0,0,0,0,176,476.8,13911.8,17894.3,5867.1,0,0
Tyhee Lake Park,north,500.5,1295,1592.5,0,10595.5,19935.4,27774.1,16895.9,6207.7,0,1344,1050,528.5,371,1578.5,0,8827.4,13752,17174,23435.1,6238,1998.5,637,1221.5,1767.5,1057,1351,2947,10042.3,13585.3,30310,22113.2,9748.8,2131.5,3073,2271.5,1487.5,1011.5,0,0,12325.1,14039,18620.1,25269.1,8287.2,2492,2747.5,2537.5,1858.5,0,0,0,11066.5,15851.8,25610.7,19258.4,5874.4,1659,717.5,4497.5,1137.5,0,0,0,13766.1,19880.1,22112.7,15006.3,7430.5,2625,2002,3839.5,2005.5,0,0,0,14826.9,18305.9,22341,18642.5,4361.3,2138.5,1823,3625,1543.5,0,0,0,11088.9,18096.2,23404.4,21493.8,5523.8,2142,1514,1764,1767.5,203,2506,6580,15391.7,23236,34480.6,27899.4,7593.5,2513,2425.5,1064,0,0,0,4879,4152,17820.4,23323.6,19463.6,9199.8,0,0,0
Valhalla Park,ok,0,0,0,0,0,0,899,1097,0,0,0,0,0,0,0,0,162,172,1171,2359,1360,0,0,0,0,0,0,0,162,157,926,1782,1060,56,0,0,0,0,0,0,0,195,1044,1640,820,101,0,0,0,0,0,0,0,244,993,1314,1081,74,0,0,0,0,0,0,0,183,1187,1418,713,155,0,0,0,0,0,0,199,537,1544,1918,916,27,0,0,0,0,0,0,0,305,1488,1647,1286,129,0,0,0,0,0,0,235,346,700,535,293,129,0,0,0,0,0,0,281,903,1878,2117,1231,135,0,0
Vaseux Lake Park,ok,0,0,0,4409.4,5966,8922.1,6585.7,6373.6,5669.2,1854.4,0,0,0,0,0,4319.6,5507.3,6024.5,8173.4,7133.1,5446.4,1404.5,0,0,0,0,0,4584.7,6020.7,6620.9,7405.8,6645.3,6148.2,1202.3,0,0,0,0,1287.8,4291.8,6584.4,6496.9,6407.6,6476.9,5511.2,2166.1,0,0,0,0,0,4858.3,6335.5,6031.8,6360.7,6511.9,6039.1,2837.8,0,0,0,0,1476.4,4364.6,6770.1,5890.1,6349.9,5875.3,5749.6,2504.3,0,0,0,0,134.4,5152.8,6943.2,6297.3,7088.8,6293.7,6493.9,2415.5,0,0,0,0,0,4095.7,7191.8,7437.3,7678.4,7432.2,6826.8,4432.7,12.8,0,0,0,99.2,4821.2,7694.4,6763.5,7514,7211.3,6596.2,4014.9,32,0,0,0,83.2,5675.7,8018,6807,7711.8,7710.7,6061.5,4716,0,0
Wakes Cove Park,west,0,3.2,0,3.2,16,60.8,336,38.4,9.6,9.6,0,0,0,3.2,3.2,9.6,25.6,67.2,67.2,48,48,9.6,0,0,0,3.2,0,3.2,9.6,19.2,16,28.8,16,0,0,0,0,0,6.4,0,3.2,9.6,16,9.6,6.4,0,0,0,0,6.4,3.2,0,3.2,12.8,25.6,22.4,6.4,0,0,0,0,0,0,0,80,48,51.2,19.2,25.6,0,0,0,0,0,0,0,38.4,41.6,60.8,57.6,96,0,0,0,0,0,0,0,76.8,144,99.2,198.4,108.8,0,0,0,0,0,0,0,99.2,96,99.2,124.8,32,0,0,0,0,0,0,3.2,92.8,144,108.8,105.6,51.2,0,0,0
Wallace Island Marine Park,west,0,0,0,3.2,410,1402.8,3388,2752,1569.4,6.4,0,0,0,3.2,0,22.4,247.2,564.2,1196.2,1250.8,504,3.2,0,0,0,0,0,38.4,519.4,628.2,2316.2,2903.6,1309.4,0,0,0,0,0,6.4,6.4,572,1329.4,2222.4,2541.2,660.8,12.8,0,0,0,0,6.4,12.8,478,1181,2109.6,2832.4,1015.8,0,0,0,6.4,6.4,25.6,238,1047.2,1637.6,2149.8,3242.6,1547.2,27.4,0,0,0,0,35.2,118.4,1413.4,1614.6,2944.6,3343.4,1477.4,68,19.2,0,0,0,134.8,222,1300.2,1350.2,2904.8,3304.6,1836.2,118.4,0,0,0,28.8,108.2,128.8,1227.2,1537.2,2499,3118.4,1901.6,205.8,38.4,0,23,5,24,129.4,1149,1873.4,2347.6,3364,1155.8,124.8,8.4,0
Walloper Lake Park,tc,0,0,0,0,1246,2481.5,3020.5,2352,1326.5,1162,0,0,0,0,0,0,1305.5,2695,0,3321.5,1155,1057,0,0,0,0,0,0,1624,2257.5,3454.5,2747.5,2142,553,0,0,0,0,0,0,1596,2110.5,3587.5,3192,2051,924,0,0,0,0,0,0,1669.5,2814,3538.5,3041.5,1823.5,0,0,0,0,0,0,0,1603,4196.5,3321.5,2373,2261,0,0,0,0,0,0,0,1624,1298.5,1148,1974,581,399,0,0,0,0,0,0,1526,3087,2338,3248,3101,0,0,0,0,0,0,0,1998.5,2870,2268,2530.5,1981,0,0,0,0,0,0,0,1715,2418.5,1918,2583,1886.5,0,0,0
Walsh Cove Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasa Lake Park,ok,0,0,0,0,4400.5,14718.6,42111.1,30268.4,6863.9,0,0,0,0,0,0,0,5927.1,21384.1,50124.8,47014.2,12815.7,0,0,0,0,0,0,0,7024.5,18005.6,34083.9,35776.9,12164.2,0,0,0,0,0,0,0,7653.2,16569.1,39822.1,37290.3,9061.2,0,0,0,0,0,0,0,6605.6,18532.1,49709.3,41358.2,7933.7,0,0,0,0,0,0,0,11535.4,24828.1,40887.9,33086.9,6575.2,0,0,0,0,0,0,0,13267.4,22764.2,42442.6,39228.5,6716.3,0,0,0,0,0,0,0,10314.8,18968.6,46562.8,36416.9,8272.1,0,0,0,0,0,0,0,13009.6,19910.6,42043.7,32771.2,7484.4,0,0,0,0,0,0,0,11637.4,19601.1,33042,39346.6,9061,0,0,0
Weewanie Hot Springs Park,north,0,0,0,0,486.5,1204,1127,1316,560,0,0,0,0,0,0,0,174,310,372,513,130,0,0,0,0,0,0,0,165,295,353,487,124,0,0,0,0,0,0,0,170,303,363,500,127,0,0,0,0,0,0,0,201,341,316,496,264,0,0,0,0,0,0,0,188,154,397,416,163,0,0,0,0,0,0,0,201,166,433,454,176,0,0,0,0,0,0,0,188,339,705,377,269,0,0,0,0,0,0,0,197,231,755,589,193,0,0,0,0,0,0,0,350,358,439,327,148,0,0,0
Wells Gray Park,tc,2289.5,3808,3870.5,2870.5,18174.3,38516.8,55236.4,67385.6,39402.2,5852,1113,1158,2369.5,3146.5,2848,2787,18665.4,35678.9,65559.9,70234.1,43028.8,16842,840,1386,1986,3921,2841,2865.5,24721.8,40475.4,74587.9,86800,51657.9,4488,1641.5,2015,3318,2553,3778,1596,18494.3,44340.1,72285.4,92194.2,46643.4,7494,1158.5,2103.5,4428,3799.5,3741,3788,17474.5,50074.1,95406.5,85534.1,44600.3,7896,2180.5,1522.5,1633.5,2359.5,3062.5,7661.5,24932,59756.3,85683.2,84824.3,64854.8,11394,1291.5,2673.5,3130,3055.5,2327.5,4153.5,29521.7,63542.6,105844.7,114699.3,74052.8,17276,2530.5,4856.5,0,0,0,0,20770.3,44722.7,32166.2,73502.1,64374.5,0,0,0,0,0,0,0,24955.6,38488.4,55641.2,92128.6,70408.2,0,0,0,0,0,0,0,22548.5,44767.7,55663.7,82909.4,63260.8,0,0,0
West Lake Park,north,0,0,0,0,18466,14991.5,32622,13180.5,10986.5,0,0,0,0,0,0,0,3506,11148,7502.5,17150.5,9954,0,0,0,0,0,0,0,12904.5,8361.5,27555.5,12015.5,10409,0,0,0,0,0,0,0,11921,9404.5,31031,14075,10552.5,0,0,0,0,0,0,0,13088.5,29110,41907,36432.5,24195.5,0,0,0,0,0,0,0,13828.5,30793,20918.5,21630,5558,19863.5,0,0,0,0,0,0,13009.5,17300.5,20629.5,10699,6846,0,0,0,0,0,0,0,7611,17709.5,21373.5,20608,8631,0,0,0,0,0,0,0,2824.5,17648.5,17394,356,6492.5,0,0,0,0,0,0,0,3577,13400,15382,16103,7014,0,0,0
West Shawnigan Lake Park,west,0,0,0,0,4431,3283,5341,4924.5,1935.5,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiskers Point Park,north,0,0,0,0,2267.3,5601.3,8039.5,6125.6,1241.5,0,0,0,0,0,0,0,0,4155,5226.8,5711.5,1100,0,0,0,0,0,0,0,1080.3,7403.6,9769,16942.5,820.1,0,0,0,0,0,0,0,2232.2,11445.6,15031.1,13264.1,3406.6,0,0,0,0,0,0,0,2978.6,7465.7,11429.6,9891.3,2032.9,0,0,0,0,0,0,0,1722.5,6729,7566.8,9979.1,1361.5,0,0,0,0,0,0,0,1319,4447.6,7857.9,8144.5,965.9,0,0,0,0,0,0,0,3326.3,6231.2,8906.2,8768.7,3180.6,0,0,0,0,0,0,0,2566,4570.1,8806.5,7924.4,1345.9,0,0,0,0,0,0,0,2261.4,6622,7557.9,8138.6,938.9,0,0,0
White Lake Park,tc,0,0,0,0,630.4,489.6,1484.8,883.2,736,0,0,0,0,0,0,0,707.2,646.4,1145.6,1145.6,908.8,0,0,0,0,0,0,0,654.3,564.2,947.7,816.4,398.4,0,0,0,0,0,0,0,38.4,259,1340.1,1866,259.9,14.5,0,0,0,0,0,0,921,1257,1961.2,2309.5,498.7,22.4,0,0,0,0,0,0,631.6,1597,3744.6,3320.5,0,0,0,0,0,0,0,0,607.2,1004.6,3129.5,3100.2,380.4,0,0,0,0,0,0,0,634.4,666.3,2642,2093,358,0,0,0,0,0,0,0,1113.6,1318.9,2171.2,2185.8,201.6,0,0,0,0,0,0,0,1115.7,986.5,1878.6,1790.5,195.6,0,0,0
Whiteswan Lake Park,ok,0,0,0,7248.5,10193.7,30468.9,49690.9,53241.6,22314.7,1353.7,0,0,0,0,0,12600,23694.5,14443,30360.6,30530.7,16767,1375.5,0,0,0,0,0,4489.4,15196.6,14096.8,28226.9,67375.1,18943.8,30180.5,0,0,0,0,0,5282.8,32829.5,36582.3,37615.4,53347,16207.5,3353,0,0,0,0,0,0,30424.6,38549.5,40048.2,52075.2,22839.8,0,0,0,0,0,0,0,28343,22370.1,36444.1,53174.9,13931.1,0,0,0,0,0,0,0,20741.8,24119.1,40737.5,59184.1,29030.2,0,0,0,0,0,0,0,28661.9,32092.2,43057.9,48813.9,5992.4,0,0,0,0,0,0,0,24391.3,37802.5,40516.3,47266.3,37912.2,0,0,0,0,0,0,0,29239.1,30218.9,31179.1,26734.1,15158.9,0,0,0
Yaaguun Suu Conservancy,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,93,173,445,341,122,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0
Yahk Park,ok,0,0,0,0,1381.1,3859,7995.1,5836,2456,0,0,0,0,0,0,0,1563.2,3723.4,7369.5,7476.7,3420.2,0,0,0,0,0,0,0,1611.8,3875.8,8238.5,6752.6,3297.2,0,0,0,0,0,0,0,1219.9,3472.8,7065.9,7973.4,3482.3,0,0,0,0,0,0,0,3943.7,3538.6,6828.5,8004.7,4192.1,0,0,0,0,0,0,0,4088.9,4427.4,7128.7,6149.5,2928,0,0,0,0,0,0,0,3535,5989.7,5639.9,7202.9,4074.2,0,0,0,0,0,0,0,3945.9,4600.4,7910.8,7291,5407.9,0,0,0,0,0,0,0,3757.4,4206.6,6868.6,6042.8,3922.7,0,0,0,0,0,0,0,3459.6,5812.3,8043.7,7626.7,3761.4,0,0,0
Yard Creek Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,46,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
