park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
Seeley Lake Park,north,0,0,0,0,7892.5,10244.5,14077,13811,9740.5,0,0,0,0,0,0,0,6254.5,4154.5,5509,5292,2089.5,0,0,0,0,0,0,0,3356.5,3535,6723.5,5614,4333,0,0,0,0,0,0,0,4165,4091,6205.5,4711,4536,0,0,0,0,0,0,0,3948,4816,6587,12516,8967,0,0,0,0,0,0,0,3283,4784.5,6195,4956,2285.5,0,0,0,0,0,0,0,3426.5,1911,6328,7392,7794.5,0,0,0,0,0,0,0,3552.5,3836,6370,8288,6349,0,0,0,0,0,0,0,3349.5,2401,3685.5,2474.5,2950.5,0,0,0,0,0,0,0,3444,2716,5461,6052,5698,0,0,0
Seven Sisters Protected Area,north,0,0,0,0,150,142,104,75,71,0,0,0,0,0,0,0,77,82,90,138,206,95,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,43,156,66,184,163,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shannon Falls Park,south,2691.5,5132.5,8606.5,35976.5,36368,41615,31437,58194.5,32630.5,19757.5,6471.5,4119.5,2572.5,8081.5,0,18641,14556.5,19068,30411.5,29456,35371,17367,8557.5,8627.5,0,0,0,23349,40443,44173,72920.5,75038.5,49176.5,23642.5,11312,9929.5,9744,10650.5,22942.5,22275.5,40270,55107.5,69881,73046.5,64583,35274.5,11258,11753,11981,11724.5,20824.5,22623,40873,53496.5,67292.5,78559.5,64414.5,28842.5,13611.5,8305.5,8673,17941,21563.5,25557,35087.5,51086,59552.5,101259,80521.5,46612.5,10780,13867,11697,16292.5,21826,34293,70606.5,76570.5,117649.5,115977.5,82671.5,26456.5,14588,12078.5,0,0,6398,32497.5,62093,72050.5,132216.5,123845.5,97508.5,44867.5,12992,11417,2744,12355,24619,29106,61379,80738,157314,154550,93654,44300.5,14497,8421,3934,3202.5,6314,31685.5,43756.5,70609,145970,139864,88840,31616.5,17349.5,0
Shuswap Lake Marine Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,1652,2261,561,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shuswap Lake Park,tc,0,0,0,0,8417.5,15270.5,44033.5,42609,8977.5,3545.5,0,0,0,0,0,0,7231,10790.5,42752.5,43134,12894,1543.5,0,0,0,0,0,136.5,7577.5,7749,27205.5,36729,23149,3265.5,0,0,0,0,0,0,8981,10790.5,32147.5,39532.5,11088,1064,0,0,0,0,0,0,6041,12656,37233,42423.5,8977.5,5047,0,0,0,0,0,0,9254,17153.5,40141.5,36960,9159.5,1792,0,0,0,0,0,752.5,8603,14451.5,37698.5,28878.5,8330,1253,0,0,0,0,0,0,10773,15141,34293,34930,11914,0,0,0,0,0,0,0,15225,13118,43218,32770.5,9859.5,1498,0,0,0,0,0,0,9929.5,14619.5,34905.5,40922,11284,2362.5,0,0
Silver Beach Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Lake Park,south,0,0,0,0,6510,5932.5,9278.5,7952,4256,1494.5,0,0,0,0,0,0,4970,3864,7416.5,5687.5,4735.5,605.5,0,0,0,0,0,0,4224.5,3118.5,7094.5,6737.5,6086.5,1260,0,0,0,0,0,0,3769.5,16093,12929,7696.5,4354,847,0,0,0,0,0,0,3622.5,1214.5,12523,19628,4448.5,871.5,0,0,0,0,0,0,4347,8564.5,11088,12096,5341,1470,0,0,0,0,0,0,5992,5029.5,7686,8536.5,3731,812,0,0,0,0,0,0,4284,5817,9212,8561,5579,1025.5,1025.5,0,0,0,0,0,5652.5,5257,9751,6419,3262,658,0,0,0,0,0,0,7199.5,4543,25193,25739,10654,3307.5,0,0
Silver Star Park,ok,22704,26872,8360,1592,4600,0,0,0,0,3932,2572,19372,18668,22448,14016,0,0,0,0,0,0,15420,1935,21789,20563,16552,10685,0,0,0,0,0,0,1928.5,15582.5,54011,43943.5,26266,19750.5,16008.5,0,0,0,0,0,0,0,1750,36628.5,15379,21204,0,0,0,0,0,0,0,8239.5,27372,20205.5,12960,15475,0,0,0,0,0,0,0,10896,0,18009.5,19184.5,17483,0,0,0,0,0,0,0,5652.5,32003.5,24948,23111,17004,0,0,0,0,0,0,0,0,30720,21055,18419,16654,0,0,0,0,0,0,0,8263,28655,0,0,0,0,0,0,0,0,0,0,0,0
Skagit Valley Park,south,0,0,0,0,1645,2005.5,4924.5,5057.5,3860.5,5750.5,1813,0,0,0,0,0,1228.5,1704.5,1634.5,4116,3892,4592,0,0,0,0,0,0,1351,1487.5,3923.5,4032,5127.5,1792,0,0,0,0,0,0,2989,1893.5,8113,5099.5,3405.5,1309,0,0,0,0,0,0,1550.5,1960,6030.5,4238.5,4515,5358.5,0,0,0,0,0,0,2107,1508.5,3255,3528,2800,1288,0,0,0,0,0,0,1424.5,1088.5,3178,7325.5,3335.5,1928.5,0,0,0,0,0,0,1638,1932,5915,6272,3524.5,1582,3244.5,0,0,0,0,0,1368.5,3087,8137.5,563.5,0,0,0,0,0,0,0,0,2198,2751,6048,3766,3332,854,0,
Skaha Bluffs Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5677,8484,14413,10262,8246,8662.5,21234.5,0,0,0,0,0,1242.5,13618.5,14343,9716,8151.5,8281,9247,7178.5,0,0,0,0,6667.5,14294,14917,7542.5,8547,8697.5,13076,9656.5,1218,0,0,0,7024.5,10899,16310,9681,11350.5,11165,13737.5,7630,2366,0,0,0,2012.5,17160.5,18903.5,11420.5,12106.5,10493,9957.5,9537.5,0,0,0,0,0,10745,20993,9586.5,9842,11634,14602,10251.5,1890,0,0,0,3010,16583,19106.5,11921,12617.5,12022.5,11707.5,13289.5,2173.5,
Skihist Park,tc,0,0,0,105,8702,11495,17583,14004.5,20206.5,0,0,0,0,0,0,374.5,21339.5,21271,33540,12236,12736.5,0,0,0,0,0,0,619.5,19145,16079,14511,17822,20450.5,0,0,0,0,0,0,0,15745,11105.5,15895,17548.5,9544,0,0,0,0,0,0,0,14665,19474,18342.5,25952.5,28324,0,0,0,0,0,0,0,31649.5,37815.5,30204.5,34683,25595.5,0,0,0,0,0,0,2481.5,27072.5,17245.5,28226,36603,29127,0,0,0,0,0,0,0,22907.5,13975.5,12798,15492,15994.5,0,0,0,0,0,0,0,21399,16880.5,17524.5,28042,21714,0,0,0,0,0,0,0,23789.5,14703.5,18868.5,27706,19771.5,0,0,
Skookumchuck Narrows Park,south,0,0,0,0,2208,3199,3710,5250,2173,1291,672,406,577,1554,1582,2159,2436,3146,7896,8477,2975,864,308,392,784,1928,1001,998,1038,1230,2833,2991,6109,6523,1620,8720,1334,359,2300,9870,1894,4589,0,5109,4536,6930,867,399,1165,2398,2665,1466,1757,2312,3139,1411,2964,984,718,385,435,510,2827,2452,1665,2792,3205,2871,3750,1204,240,263,572,552,2639,1401,4560,2915,5083,7551,3907,1409,370,211,522,456,2388,1760,3218,3601,4968,5241,3826,1750,350,290,585,548,2418,1612,3543,4075,5692,6027,3702,2118,346,308,541,495,2280,1487,4531,5885,5998,5144,3911,2001,0,
Smelt Bay Park,west,0,0,0,0,805,882,3199,2117,1053,0,0,0,0,0,0,0,1425,1053,4454,3336,1161,0,0,0,0,0,0,0,1320,948,3843,4053,1250,0,0,0,0,0,0,0,1968,1032,9229.5,3612,1038,0,0,0,0,0,0,0,0,991,2691,2831,1341,0,0,0,0,0,0,0,3129,1302,3710,4165,1460,0,0,0,0,0,0,0,2016,1106,3360,3934,907,0,0,0,0,0,0,0,1710,1627.5,5379.5,6013,2432.5,0,0,0,0,0,0,0,931,879,2810,2281,1529.5,0,0,0,0,0,0,0,2730,1201,8742,6378,2748,0,0,
Smuggler Cove Marine Park,south,0,0,0,1491,2285,1960,2758,3923,1750,1025,612,196,637,1284,689,1715,1186,1697,3153,4172,1624,1550,553,777,406,595,885,357,404,644,877,1110,1144,1484,431,217,473,2090,1950,2560,1290,2799,614,6617,1779,2272,1381,207,3058,2931,2527,1062,1671,771,799,1189,2415,1339,1586,1031,949,3038,2524,1703,2373,1004,3374,4905,2421,1327,934,899,1405,1839,2470,2104,3958,2944,5559,6212,2826,1509,1149,1080,1374,1786,2696,2478,3280,3117,4654,5679,3173,1635,1001,1119,1475,2232,2486,2375,3289,2919,4939,6874,3533,1778,1026,958,1301,1999,2322,2142,3996,4863,4930,6255,3177,1698,0,
Sooke Potholes Park,west,4406.5,6846,7203,10412.5,13975.5,15522.5,50498,21280,11847.5,11214,4746,5547.5,6657,6086.5,6741,7780.5,9240,18406.5,24566.5,47113.5,21133,5285,6681.5,4014.5,7819,6349,9544.5,11105.5,14213.5,13856.5,32098.5,46046,18284,3801,7528.5,6520.5,4949,10248,10675,11123,13793.5,16551.5,52041.5,36253,20237,9019.5,9681,7749,1774.5,20506.5,6489,13156.5,8732.5,3293.5,47579,40523,22466.5,12404,1659,2152.5,8718.5,8641.5,14052.5,13167,20107.5,33502,59279.5,40750.5,18403,8407,5813.5,3069.5,9299.5,12040,14654.5,19673.5,20506.5,33138,23212,45839.5,25438,12533.5,12127.5,8414,12960.5,8242.5,9075.5,31300.5,19369,31090.5,29477,58261,41107.5,11882.5,13520.5,17668,14864.5,8375.5,9366,21402.5,31444,33089,82082,61656,30194.5,21063,17465,12204.5,13884.5,5302.5,18889.5,21875,28157.5,31328.5,56406,39046,26239.5,22879.5,12145,
Sowchea Bay Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spatsizi Plateau Wilderness Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spider Lake Park,west,651,105,136.5,630,5061,7241.5,15645,11847.5,3864,2688,262.5,325.5,420,182,385,0,4301.5,5971,10409,13877.5,6965,2446.5,1008,1242.5,815.5,532,1561,1260,5169.5,5344.5,12397,13849.5,7077,1249.5,903,1032.5,759.5,1288,2530.5,1575,4007.5,6538,20583.5,13594,1692,1802.5,1890,1953,1106,1176,1627.5,0,4494,7472.5,19397,16516.5,6401.5,1533,899.5,731.5,976.5,2471,1701,1638,6128.5,12586,15561,13527.5,4697,1302,315,259,325.5,609,1442,2016,5050.5,4630.5,11445,14693,7091,1106,252,455,164.5,119,910,882,7766.5,7644,20685,15928.5,6643,1368.5,262.5,164.5,259,469,584.5,693,7752.5,8792,18858,17045,4004,1431.5,567,406,196,147,3125.5,4753,6282.5,11056.5,16996,16506,4756.5,1382.5,976.5,
Sproat Lake Park,west,2891,4172,5075,6282.5,11361,18938.5,51415,40267.5,14161,7301,2968,2436,3146.5,2957.5,3864,6265,20079.5,17878,37030,45598,24223.5,4865,1981,2313.5,2460.5,3720.5,3741.5,6594,14560,13769,44072,42917,21791,7133,3020.5,2359,2880.5,3731,5243,12204.5,13412,15813,48391,36554,18084.5,7175,3094,2761.5,3097.5,3115,6244,0,17794,24027.5,49262.5,42059.5,24682,7087.5,5449.5,3482.5,3993.5,6282.5,7469,5040,18987.5,33834.5,45157,36239,16772,6265,2877,3461.5,3657.5,6706,8918,12498.5,19134.5,23765,42675.5,42889,18112.5,8862,6069,2961,3997,3339,6517,9940,21091,27898.5,48233.5,44446.5,25473,9905,3643.5,4361,3356.5,4686.5,8221.5,11077.5,24118.5,20247.5,49945,24983,17741.5,9950.5,5565,4200,4872,4777.5,11564,9177,11679.5,26337.5,35119,7994,20727,9667,5719,
Squitty Bay Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St. Mary's Alpine Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stagleap Park,ok,252,427,291,0,0,0,5316.5,5929,4203.5,430.5,0,0,0,0,0,0,0,0,4987.5,5278,3997,1095.5,0,0,0,0,0,0,0,1372,4746,5271,4242,1351,0,0,0,0,0,0,0,2401,4679.5,4004,3171,1841,0,0,0,0,0,0,0,2198,3944.5,3720.5,2901.5,2019.5,0,0,0,0,0,0,0,2807,3531.5,3783.5,3129,2639,0,0,0,0,0,0,0,3251.5,6244,8228.5,6653.5,2744,0,0,0,0,0,0,0,2751,4574.5,5243,4228,2467.5,0,0,0,0,0,0,0,3433.5,7721,3759,5281.5,4658.5,0,0,0,0,0,0,0,3146.5,6181,5743.5,5386.5,3290,0,
Stamp River Park,west,2730,2467.5,2604,2474.5,3479,3902.5,8529.5,9264.5,7794.5,5085.5,1547,1872.5,1949.5,1449,1946,2408,2894.5,3020.5,7973,7931,2947,10206,1655.5,2124.5,1522.5,857.5,1823.5,3979.5,3437,3612,6825,7283.5,6958,4840,1498,1452.5,1526,1830.5,2306.5,1981,3300.5,3584,6604.5,5806.5,4893,5071.5,1911,1414,2096.5,1134,2187.5,0,2919,3776.5,7413,7175,7710.5,5376,2114,2534,5453,5747,2772,2618,1981,4994.5,7031.5,8246,9268,5950,2145.5,1904,1823.5,2817.5,6009.5,3514,4382,4714.5,9138.5,8834,12365.5,6279,0,1606.5,1281,1949.5,1848,1739.5,3664.5,4189.5,7465.5,9415,9534,8295,1753.5,2124.5,1984.5,1596,2733.5,2446.5,3598,3780,6506.5,8218,9429,7546,2012.5,2376.5,1781.5,1564.5,2464,2303,3465,4641,6597.5,10629.5,9775.5,9023,6167,
Stawamus Chief Park,south,0,0,0,0,37124.5,43732.5,55905.5,57137.5,32851,13363,0,0,0,0,0,0,8760.5,11851,22120,8221.5,26194,13174,6786.5,5579,0,0,0,19960.5,31622.5,28871.5,24657.5,58446.5,36960,15204,14399,4662,5299,6548.5,13195,15379,29106,39599,70399,69258,23607.5,18389,11189.5,7504,9957.5,8011.5,13195,32739,34765.5,38766,50382.5,49343,27506.5,20877.5,17601.5,9492,10888.5,17426.5,20821.5,34881,55424,55958.5,68637,82024.5,49588,25354,13328,10799.5,7220.5,14882,22431.5,44278.5,66282.5,64053,90160,80400.5,40731.5,21667.5,18341,6466,12915.5,10111.5,10941,30575.5,84433.5,74739,109600,97016.5,55405,27265,15573,10263,8904,12076.5,21350,28440.5,75921,86199,113863.5,107037,51363.5,27753.5,39293,11559.5,13848,11818,23123,31398,75013,101992,104937.5,106715,46952.5,27710.5,25950,
Steelhead Park,tc,0,0,0,0,5225.5,4196.5,22456,22092,13583.5,2698.5,0,0,0,0,0,45.5,3612,5943,13279,23222.5,10839.5,1687,0,0,0,0,0,563.5,4935,3125.5,12012,28476,17822,1575,0,0,0,0,0,1690.5,5264,11837,21444.5,27643,11998,2747.5,0,0,0,0,0,0,2446.5,8925,17661,20398,12295.5,2282,0,0,0,0,0,0,9485,10139.5,24097.5,18466,10297,2670.5,0,0,0,0,0,178.5,0,9037,18623.5,19239.5,10059,4126.5,0,0,0,0,0,175,4984,11007.5,15536.5,10332,9485,2205,0,0,0,0,0,0,8522.5,13667.5,13569.5,9261,6986,1582,0,0,0,0,0,0,7164.5,11417,16005.5,15613.5,8172.5,2292.5,0,
Stein Valley Nlaka'pamux Heritage Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stemwinder Park,ok,0,0,0,2737,4980.5,4931.5,10104.5,10192,4308.5,1543.5,0,0,0,0,0,1589,3444,3923.5,7941.5,8225,5369,2348.5,0,0,0,0,0,847,5127.5,3815,4133.5,8652,6744.5,0,0,0,0,0,0,1722,3878,4109,6440,7322,4280.5,0,0,0,0,0,0,1582,2978.5,4042.5,5764.5,6608,4035.5,0,0,0,0,0,0,3391.5,4109,5348,6065.5,7990.5,5117,983.5,0,0,0,0,0,1911,4966.5,6972,8557.5,13433,8050,0,0,0,0,0,0,3080,6184.5,7378,11273.5,8354.5,4039,0,0,0,0,0,0,1081.5,3741.5,5491.5,8631,5519.5,4858,0,0,0,0,0,0,2023,6062,5477.5,7315,8011.5,5043.5,0,0,
Stikine River Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stone Mountain Park,north,0,0,0,0,1400,3363.5,3437,10874.5,490,0,0,0,0,0,0,0,514.5,2929.5,2653,5481,0,0,0,0,0,0,0,0,686,3458,4459,3804.5,0,0,0,0,0,0,0,0,381.5,3300.5,4193,4084.5,84,0,0,0,0,0,0,0,609,3486,4539.5,3780,133,0,0,0,0,0,0,0,1351,3272.5,3654,3318,1491,0,0,0,0,0,0,0,1802.5,3426.5,3818.5,4210.5,1442,0,0,0,0,0,0,0,1351,3234,4441.5,4298,2271.5,0,0,0,0,0,0,0,1834,3335.5,4168.5,4273.5,1442,0,0,0,0,0,0,0,1165.5,3202.5,2817.5,829.5,829.5,0,0,
Strathcona Park,west,8813.5,9424,7968.5,4205.5,4364,6038.5,13961.5,14415,10301,4364.5,605.5,7093,11342,9001,7044.5,753,2664.5,9608.5,11417.5,9023.5,7904,6342,595,1038.5,8216.5,9291,6318,11464,9809.5,7311,13326,17758,23718.5,9740.5,763,11094,13623,15750.5,12980,4565.5,5839,7930,7062,15959,13315.5,9806.5,3612,5435.5,6069,10131,14062.5,5712.5,5937.5,5324,10410,18439.5,12200.5,6559,917,14388,5366.5,486.5,4049.5,3447.5,6979.5,8790.5,16971.5,17727,8875.5,3433.5,455,10964,16452,12042,7314.5,3544,4945,4806.5,15871,16438,8194.5,2747.5,2026.5,1799,336,304.5,346.5,1750,4721,14177,17974.5,28432.5,23149.5,5554.5,2173.5,2005.5,651,378,423.5,4077.5,18483.5,15310.5,34369,35280,28253,21892,5708.5,5708.5,1179.5,2229.5,1655.5,4497.5,14291,29260,29949,38865.5,30057,20636,1477,
Sugarbowl-Grizzly Den Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,220,325,350,42,0,0,0,0,0,0,0,36,134,290,300,0,0,0,0,0,0,0,0,55,280,264,280,0,0,0,0,0,0,0,0,40,308,352,200,40,0,0,0,0,0,0,0,0,270,320,360,0,0,0,0,0,0,0,0,0,276,310,240,0,0,0,0,0,0,0,0,80,260,200,210,0,0,0,0,0,0,0,0,40,320,205,300,0,0,0,0,0,0,0,0,173,178,180,233,162,0,
Summit Lake Park,ok,0,0,0,0,2331,3160.5,7084,4329.5,2516.5,0,0,0,0,0,0,0,1708,3885,9177,8067.5,2747.5,0,0,0,0,0,0,0,511,1053.5,5502,9152.5,3937.5,0,0,0,0,0,0,0,1207.5,3594.5,5677,6513.5,2530.5,0,0,0,0,0,0,0,2177,3433.5,8333.5,9922.5,4123,0,0,0,0,0,0,0,2299.5,3920,6307,9646,3164,0,0,0,0,0,0,0,2796.5,4335,7994,7798,4123,0,0,0,0,0,0,0,1580.5,640,4869.5,5270,2478,0,0,0,0,0,0,0,4289,3794.5,6276.5,6216,3136,0,0,0,0,0,0,0,2889,5251.5,7530,6015,4144,0,0,
Sun-Oka Beach Park,ok,0,0,13391,0,22484,15914.5,24832.5,16593.5,11952.5,4252.5,0,0,0,0,3923.5,20961.5,18963,21973,27324.5,11760,10013.5,2642.5,0,0,0,0,0,10104.5,11686.5,11298,36417.5,17458,15687,4025,0,0,0,0,0,4970,12113.5,18046,49045.5,15270.5,15393,3062.5,0,0,0,0,10836,10181.5,14395.5,18487,46942,42378,15176,5988.5,0,0,0,0,0,11224.5,15974,29564.5,52668,44184,14511,10090.5,0,0,0,0,0,7857.5,15645,22708,43274,52699.5,14560,9583,0,0,0,0,0,6545,19544,21178.5,58460.5,49332.5,19957,2870,0,0,0,0,0,5880,23103.5,22340.5,53644.5,39875.5,13818,2562,0,0,0,0,0,6037.5,19106.5,24398.5,46319,47215,17741.5,5827.5,0,
Swan Lake Kispiox River Park,north,0,0,0,0,32,35,76,45,16,0,0,0,0,0,0,0,0,62,154,103,94.5,84,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Swan Lake Park,north,0,0,0,0,1463,5974.5,4585,2943.5,283.5,0,0,0,0,0,0,0,3272.5,5572,6527.5,3703,413,0,0,0,0,0,0,0,3622.5,8858.5,9236.5,3573.5,357,0,0,0,0,0,0,0,3192,9055.5,8718.5,4273.5,595,0,0,0,0,0,0,0,3962,4917.5,5477.5,4014.5,0,0,0,0,0,0,0,0,2208.5,3671.5,1890,560,94.5,0,0,0,0,0,0,0,647.5,1064,3727.5,2747.5,115.5,0,0,0,0,0,0,0,287,4886,5922,3923.5,885.5,0,0,0,0,0,0,0,7791,22399.5,17832.5,11987.5,4725,0,0,0,0,0,0,0,8886.5,19237,15463,12859,2565.5,0,0,
swiws Park,ok,0,0,0,11924.5,15407,18893,32333,30387,20188,5085.5,0,0,0,0,0,10773,13671,18970,33579,30390.5,20681.5,3619,0,0,0,0,616,11532.5,16341.5,16292.5,30285.5,31055.5,19071.5,3017,0,0,0,0,1799,10013.5,15137.5,21686,29302,29918,19460,5992,0,0,0,0,0,13086.5,16936.5,19663,28805,30492,20062,0,0,0,0,0,0,13527.5,19015.5,20118,26358.5,27391,18189.5,5124,0,0,0,0,0,16170,21819,22750,32249,26607,24164,4900,0,0,0,0,0,4243,19257,20842.5,31923.5,28637,23023,4532.5,0,0,0,0,0,6961.5,15214.5,20083,30950.5,24115,22795.5,2551.5,0,0,0,0,0,8729,18718,23156,30915.5,30369.5,21595,3993.5,0,
Sxotsaqel / Chilliwack Lake Park,south,0,0,0,0,10906.5,8899,19236,15687,11217.5,6727,1379,0,0,0,0,0,7277,9505,13678,17188.5,17025,5915,1543.5,0,0,0,0,0,9947,6800.5,13743,17097.5,17025,3094,1544,0,0,0,0,0,8102.5,12468.5,30110.5,10024,10300.5,3074.5,0,0,0,0,0,0,12162.5,16901.5,17248,22949.5,7381.5,6510,0,0,0,0,0,0,11343.5,16383.5,16110.5,18364.5,9377,3762.5,0,0,0,0,0,0,22556,21673,27356,32623.5,16037,5824,0,0,0,0,0,759.5,28012.5,28284,34748,39196.5,21784,5215,0,0,0,0,0,0,33411,35293,43718,40558,20422.5,3426.5,0,0,0,0,0,0,25543,32396,41153,42108.5,18091.5,7934.5,0,0
sx̌ʷəx̌ʷnitkʷ (Okanagan Falls) Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
